Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-01,345.01,348.67,330.07,330.93,6885601.0,0.0,1.0,345.01,348.67,330.07,330.93,6885601.0
2018-02-28,352.57,355.24,342.22,343.06,6042895.0,0.0,1.0,352.57,355.24,342.22,343.06,6042895.0
2018-02-27,356.25,359.99,350.01,350.99,4761537.0,0.0,1.0,356.25,359.99,350.01,350.99,4761537.0
2018-02-26,353.5,359.0,352.355,357.42,4312871.0,0.0,1.0,353.5,359.0,352.355,357.42,4312871.0
2018-02-23,347.83,354.99,347.1,352.05,5790795.0,0.0,1.0,347.83,354.99,347.1,352.05,5790795.0
2018-02-22,335.53,347.44,334.7501,346.17,6940349.0,0.0,1.0,335.53,347.44,334.7501,346.17,6940349.0
2018-02-21,336.03,339.6929,333.17,333.3,3181755.0,0.0,1.0,336.03,339.6929,333.17,333.3,3181755.0
2018-02-20,334.47,340.84,331.5,334.77,3996951.0,0.0,1.0,334.47,340.84,331.5,334.77,3996951.0
2018-02-16,332.5,343.12,331.64,335.49,5585810.0,0.0,1.0,332.5,343.12,331.64,335.49,5585810.0
2018-02-15,324.5,334.12,322.4,334.065,5892048.0,0.0,1.0,324.5,334.12,322.4,334.065,5892048.0
2018-02-14,320.84,326.17,318.52,322.31,3930911.0,0.0,1.0,320.84,326.17,318.52,322.31,3930911.0
2018-02-13,315.02,324.19,312.5105,323.66,4506915.0,0.0,1.0,315.02,324.19,312.5105,323.66,4506915.0
2018-02-12,316.13,318.08,306.25,315.73,6166161.0,0.0,1.0,316.13,318.08,306.25,315.73,6166161.0
2018-02-09,319.93,320.9845,294.76,310.11,12795099.0,0.0,1.0,319.93,320.9845,294.76,310.11,12795099.0
2018-02-08,343.31,348.62,314.6,315.36,9996464.0,0.0,1.0,343.31,348.62,314.6,315.36,9996464.0
2018-02-07,338.99,346.0,335.66,345.0,5846823.0,0.0,1.0,338.99,346.0,335.66,345.0,5846823.0
2018-02-06,325.21,336.22,323.5,333.63,4937928.0,0.0,1.0,325.21,336.22,323.5,333.63,4937928.0
2018-02-05,337.97,344.47,333.0,333.7,4053777.0,0.0,1.0,337.97,344.47,333.0,333.7,4053777.0
2018-02-02,348.44,351.95,340.51,343.79,3674909.0,0.0,1.0,348.44,351.95,340.51,343.79,3674909.0
2018-02-01,351.0,359.66,348.63,349.25,4163194.0,0.0,1.0,351.0,359.66,348.63,349.25,4163194.0
2018-01-31,347.51,356.19,345.19,354.42,6076998.0,0.0,1.0,347.51,356.19,345.19,354.42,6076998.0
2018-01-30,345.14,348.27,342.17,345.82,4696465.0,0.0,1.0,345.14,348.27,342.17,345.82,4696465.0
2018-01-29,339.85,350.85,338.28,349.53,4722025.0,0.0,1.0,339.85,350.85,338.28,349.53,4722025.0
2018-01-26,341.5,344.0,335.71,342.85,4515013.0,0.0,1.0,341.5,344.0,335.71,342.85,4515013.0
2018-01-25,348.27,349.2,336.4,337.64,6640964.0,0.0,1.0,348.27,349.2,336.4,337.64,6640964.0
2018-01-24,354.58,354.75,343.52,345.7404,5251654.0,0.0,1.0,354.58,354.75,343.52,345.7404,5251654.0
2018-01-23,360.0,360.5,351.0,352.79,5428872.0,0.0,1.0,360.0,360.5,351.0,352.79,5428872.0
2018-01-22,349.4,357.83,349.2,351.56,6157941.0,0.0,1.0,349.4,357.83,349.2,351.56,6157941.0
2018-01-19,345.0,350.5899,342.6,350.02,4812052.0,0.0,1.0,345.0,350.5899,342.6,350.02,4812052.0
2018-01-18,345.67,352.3,343.74,344.57,5619990.0,0.0,1.0,345.67,352.3,343.74,344.57,5619990.0
2018-01-17,340.47,349.0,339.75,347.16,7062337.0,0.0,1.0,340.47,349.0,339.75,347.16,7062337.0
2018-01-16,337.54,345.0,334.8,340.06,6392397.0,0.0,1.0,337.54,345.0,334.8,340.06,6392397.0
2018-01-12,338.63,340.41,333.67,336.22,4805025.0,0.0,1.0,338.63,340.41,333.67,336.22,4805025.0
2018-01-11,335.24,344.8099,333.26,337.95,6619082.0,0.0,1.0,335.24,344.8099,333.26,337.95,6619082.0
2018-01-10,332.2,337.0,330.0,334.8,4236168.0,0.0,1.0,332.2,337.0,330.0,334.8,4236168.0
2018-01-09,335.16,338.8,327.405,333.69,7109115.0,0.0,1.0,335.16,338.8,327.405,333.69,7109115.0
2018-01-08,316.0,337.0199,315.5,336.41,9777059.0,0.0,1.0,316.0,337.0199,315.5,336.41,9777059.0
2018-01-05,316.62,317.24,312.0,316.58,4578729.0,0.0,1.0,316.62,317.24,312.0,316.58,4578729.0
2018-01-04,312.87,318.55,305.68,314.62,9915932.0,0.0,1.0,312.87,318.55,305.68,314.62,9915932.0
2018-01-03,321.0,325.25,315.55,317.25,4185665.0,0.0,1.0,321.0,325.25,315.55,317.25,4185665.0
2018-01-02,312.0,322.1099,311.0,320.53,4326988.0,0.0,1.0,312.0,322.1099,311.0,320.53,4326988.0
2017-12-29,316.18,316.41,310.0,311.35,3727621.0,0.0,1.0,316.18,316.41,310.0,311.35,3727621.0
2017-12-28,311.75,315.82,309.54,315.36,4294689.0,0.0,1.0,311.75,315.82,309.54,315.36,4294689.0
2017-12-27,316.0,317.68,310.75,311.64,4645441.0,0.0,1.0,316.0,317.68,310.75,311.64,4645441.0
2017-12-26,323.83,323.94,316.58,317.29,4321909.0,0.0,1.0,323.83,323.94,316.58,317.29,4321909.0
2017-12-22,329.51,330.9214,324.82,325.2,4186131.0,0.0,1.0,329.51,330.9214,324.82,325.2,4186131.0
2017-12-21,329.59,333.74,327.21,331.66,4344701.0,0.0,1.0,329.59,333.74,327.21,331.66,4344701.0
2017-12-20,332.69,333.1,325.04,328.98,5937684.0,0.0,1.0,332.69,333.1,325.04,328.98,5937684.0
2017-12-19,340.26,341.4925,330.3,331.1,6792009.0,0.0,1.0,340.26,341.4925,330.3,331.1,6792009.0
2017-12-18,344.9,346.73,337.58,338.87,5441450.0,0.0,1.0,344.9,346.73,337.58,338.87,5441450.0
2017-12-15,342.04,343.9,335.76,343.45,6832071.0,0.0,1.0,342.04,343.9,335.76,343.45,6832071.0
2017-12-14,341.01,347.44,336.9,337.89,5744750.0,0.0,1.0,341.01,347.44,336.9,337.89,5744750.0
2017-12-13,340.93,344.22,336.5,339.03,6189204.0,0.0,1.0,340.93,344.22,336.5,339.03,6189204.0
2017-12-12,330.45,341.44,330.03,341.03,8648534.0,0.0,1.0,330.45,341.44,330.03,341.03,8648534.0
2017-12-11,314.63,329.01,313.75,328.91,7867288.0,0.0,1.0,314.63,329.01,313.75,328.91,7867288.0
2017-12-08,314.6,316.98,311.26,315.13,3442898.0,0.0,1.0,314.6,316.98,311.26,315.13,3442898.0
2017-12-07,312.0,318.6341,311.05,311.24,4705140.0,0.0,1.0,312.0,318.6341,311.05,311.24,4705140.0
2017-12-06,300.1,313.39,300.0,313.26,7160938.0,0.0,1.0,300.1,313.39,300.0,313.26,7160938.0
2017-12-05,302.0,308.0,301.0,303.7,4628462.0,0.0,1.0,302.0,308.0,301.0,303.7,4628462.0
2017-12-04,306.5,308.265,300.61,305.2,5811205.0,0.0,1.0,306.5,308.265,300.61,305.2,5811205.0
2017-12-01,305.44,310.32,305.05,306.53,4256030.0,0.0,1.0,305.44,310.32,305.05,306.53,4256030.0
2017-11-30,308.56,310.7,304.54,308.85,4288221.0,0.0,1.0,308.56,310.7,304.54,308.85,4288221.0
2017-11-29,317.3,318.0,301.23,307.54,8732941.0,0.0,1.0,317.3,318.0,301.23,307.54,8732941.0
2017-11-28,316.36,320.0,313.92,317.55,4916555.0,0.0,1.0,316.36,320.0,313.92,317.55,4916555.0
2017-11-27,313.25,317.34,309.51,316.81,4524921.0,0.0,1.0,313.25,317.34,309.51,316.81,4524921.0
2017-11-24,313.79,316.41,311.0,315.55,3242220.0,0.0,1.0,313.79,316.41,311.0,315.55,3242220.0
2017-11-22,316.77,317.42,311.84,312.6,4890091.0,0.0,1.0,316.77,317.42,311.84,312.6,4890091.0
2017-11-21,310.86,318.23,308.71,317.81,7230570.0,0.0,1.0,310.86,318.23,308.71,317.81,7230570.0
2017-11-20,313.79,315.5,304.75,308.74,8220759.0,0.0,1.0,313.79,315.5,304.75,308.74,8220759.0
2017-11-17,325.67,326.67,313.15,315.05,13682753.0,0.0,1.0,325.67,326.67,313.15,315.05,13682753.0
2017-11-16,313.99,318.14,311.3,312.5,5757709.0,0.0,1.0,313.99,318.14,311.3,312.5,5757709.0
2017-11-15,306.01,312.49,301.5,311.3,5909055.0,0.0,1.0,306.01,312.49,301.5,311.3,5909055.0
2017-11-14,315.0,316.35,306.9,308.7,5641615.0,0.0,1.0,315.0,316.35,306.9,308.7,5641615.0
2017-11-13,300.13,316.8,299.11,315.4,7536669.0,0.0,1.0,300.13,316.8,299.11,315.4,7536669.0
2017-11-10,302.5,308.36,301.85,302.99,4600097.0,0.0,1.0,302.5,308.36,301.85,302.99,4600097.0
2017-11-09,302.5,304.46,296.3,302.99,5419497.0,0.0,1.0,302.5,304.46,296.3,302.99,5419497.0
2017-11-07,301.02,306.5,300.03,306.05,5209573.0,0.0,1.0,301.02,306.5,300.03,306.05,5209573.0
2017-11-06,307.0,307.5,299.01,302.78,6463227.0,0.0,1.0,307.0,307.5,299.01,302.78,6463227.0
2017-11-03,299.5,306.25,295.13,306.09,8835157.0,0.0,1.0,299.5,306.25,295.13,306.09,8835157.0
2017-11-02,300.13,308.69,292.63,299.26,19731322.0,0.0,1.0,300.13,308.69,292.63,299.26,19731322.0
2017-11-01,332.25,332.6089,320.26,321.08,7028856.0,0.0,1.0,332.25,332.6089,320.26,321.08,7028856.0
2017-10-31,320.23,331.95,320.18,331.53,5532647.0,0.0,1.0,320.23,331.95,320.18,331.53,5532647.0
2017-10-30,319.18,323.78,317.25,320.08,4236029.0,0.0,1.0,319.18,323.78,317.25,320.08,4236029.0
2017-10-27,319.75,324.59,316.66,320.87,6942493.0,0.0,1.0,319.75,324.59,316.66,320.87,6942493.0
2017-10-26,327.78,330.23,323.2,326.17,4980316.0,0.0,1.0,327.78,330.23,323.2,326.17,4980316.0
2017-10-25,336.7,337.5,323.56,325.84,8547764.0,0.0,1.0,336.7,337.5,323.56,325.84,8547764.0
2017-10-24,338.8,342.8,336.16,337.34,4463807.0,0.0,1.0,338.8,342.8,336.16,337.34,4463807.0
2017-10-23,349.88,349.95,336.25,337.02,5715817.0,0.0,1.0,349.88,349.95,336.25,337.02,5715817.0
2017-10-20,352.69,354.55,344.34,345.1,4888221.0,0.0,1.0,352.69,354.55,344.34,345.1,4888221.0
2017-10-19,355.56,357.1465,348.2,351.81,5032884.0,0.0,1.0,355.56,357.1465,348.2,351.81,5032884.0
2017-10-18,355.97,363.0,354.13,359.65,4898808.0,0.0,1.0,355.97,363.0,354.13,359.65,4898808.0
2017-10-17,350.91,356.22,350.07,355.75,3280670.0,0.0,1.0,350.91,356.22,350.07,355.75,3280670.0
2017-10-16,353.76,354.48,347.16,350.6,5353262.0,0.0,1.0,353.76,354.48,347.16,350.6,5353262.0
2017-10-13,356.98,358.49,353.68,355.57,3528413.0,0.0,1.0,356.98,358.49,353.68,355.57,3528413.0
2017-10-12,352.95,359.78,352.64,355.68,4047318.0,0.0,1.0,352.95,359.78,352.64,355.68,4047318.0
2017-10-11,353.89,357.6,351.15,354.6,4476769.0,0.0,1.0,353.89,357.6,351.15,354.6,4476769.0
2017-10-10,346.8,355.63,345.5305,355.59,6914972.0,0.0,1.0,346.8,355.63,345.5305,355.59,6914972.0
2017-10-09,349.65,351.75,342.67,342.94,7406324.0,0.0,1.0,349.65,351.75,342.67,342.94,7406324.0
2017-10-06,353.1,360.0992,352.25,356.88,4171789.0,0.0,1.0,353.1,360.0992,352.25,356.88,4171789.0
2017-10-05,356.0,357.435,351.35,355.33,4102286.0,0.0,1.0,356.0,357.435,351.35,355.33,4102286.0
2017-10-04,351.25,358.62,349.6,355.01,8120353.0,0.0,1.0,351.25,358.62,349.6,355.01,8120353.0
2017-10-03,335.9,348.55,331.28,348.14,9981885.0,0.0,1.0,335.9,348.55,331.28,348.14,9981885.0
2017-10-02,342.52,343.7,335.51,341.53,4901453.0,0.0,1.0,342.52,343.7,335.51,341.53,4901453.0
2017-09-29,341.86,344.68,338.601,341.1,5062297.0,0.0,1.0,341.86,344.68,338.601,341.1,5062297.0
2017-09-28,339.88,342.75,335.4,339.6,5279310.0,0.0,1.0,339.88,342.75,335.4,339.6,5279310.0
2017-09-27,349.9,351.48900000000003,340.5,340.97,6010631.0,0.0,1.0,349.9,351.48900000000003,340.5,340.97,6010631.0
2017-09-26,350.93,351.24,340.9,345.25,7126550.0,0.0,1.0,350.93,351.24,340.9,345.25,7126550.0
2017-09-25,353.15,357.469,342.88,344.99,7542161.0,0.0,1.0,353.15,357.469,342.88,344.99,7542161.0
2017-09-22,366.49,369.8999,350.88,351.09,8105653.0,0.0,1.0,366.49,369.8999,350.88,351.09,8105653.0
2017-09-21,374.9,376.83,364.51,366.48,4605428.0,0.0,1.0,374.9,376.83,364.51,366.48,4605428.0
2017-09-20,373.0,378.249,371.07,373.91,4892872.0,0.0,1.0,373.0,378.249,371.07,373.91,4892872.0
2017-09-19,380.0,382.39,373.57,375.1,6256035.0,0.0,1.0,380.0,382.39,373.57,375.1,6256035.0
2017-09-18,380.25,389.61,377.68,385.0,7149295.0,0.0,1.0,380.25,389.61,377.68,385.0,7149295.0
2017-09-15,374.51,380.0,372.7,379.81,5338678.0,0.0,1.0,374.51,380.0,372.7,379.81,5338678.0
2017-09-14,364.33,377.96,362.63,377.64,7141663.0,0.0,1.0,364.33,377.96,362.63,377.64,7141663.0
2017-09-13,363.82,368.07,359.59,366.23,4161382.0,0.0,1.0,363.82,368.07,359.59,366.23,4161382.0
2017-09-12,364.49,368.76,360.4,362.75,5929289.0,0.0,1.0,364.49,368.76,360.4,362.75,5929289.0
2017-09-11,351.35,363.71,350.0,363.69,7610309.0,0.0,1.0,351.35,363.71,350.0,363.69,7610309.0
2017-09-08,348.99,349.78,342.3,343.4,3248803.0,0.0,1.0,348.99,349.78,342.3,343.4,3248803.0
2017-09-07,345.98,352.48,343.45,350.61,4219997.0,0.0,1.0,345.98,352.48,343.45,350.61,4219997.0
2017-09-06,349.5,350.97900000000004,341.56,344.53,4058983.0,0.0,1.0,349.5,350.97900000000004,341.56,344.53,4058983.0
2017-09-05,353.8,355.49,345.89,349.59,3813862.0,0.0,1.0,353.8,355.49,345.89,349.59,3813862.0
2017-09-01,356.12,357.59,353.6902,355.4,3028578.0,0.0,1.0,356.12,357.59,353.6902,355.4,3028578.0
2017-08-31,353.55,358.44,352.82,355.9,4019065.0,0.0,1.0,353.55,358.44,352.82,355.9,4019065.0
2017-08-30,349.67,353.47,347.0,353.18,3390055.0,0.0,1.0,349.67,353.47,347.0,353.18,3390055.0
2017-08-29,339.48,349.05,338.75,347.36,4032825.0,0.0,1.0,339.48,349.05,338.75,347.36,4032825.0
2017-08-28,347.28,347.35,339.72,345.66,3718108.0,0.0,1.0,347.28,347.35,339.72,345.66,3718108.0
2017-08-25,354.24,355.69,347.3,348.05,3461744.0,0.0,1.0,354.24,355.69,347.3,348.05,3461744.0
2017-08-24,352.52,356.66,349.74,352.93,4540652.0,0.0,1.0,352.52,356.66,349.74,352.93,4540652.0
2017-08-23,338.99,353.49,338.3041,352.77,4914201.0,0.0,1.0,338.99,353.49,338.3041,352.77,4914201.0
2017-08-22,341.13,342.24,337.3725,341.35,4288367.0,0.0,1.0,341.13,342.24,337.3725,341.35,4288367.0
2017-08-21,345.82,345.82,331.85,337.86,6458812.0,0.0,1.0,345.82,345.82,331.85,337.86,6458812.0
2017-08-18,352.91,354.0,345.8,347.46,5335793.0,0.0,1.0,352.91,354.0,345.8,347.46,5335793.0
2017-08-17,361.21,363.3,351.59,351.92,4969222.0,0.0,1.0,361.21,363.3,351.59,351.92,4969222.0
2017-08-16,363.0,366.5,362.52,362.91,3328576.0,0.0,1.0,363.0,366.5,362.52,362.91,3328576.0
2017-08-15,365.2,365.49,359.37,362.33,3048074.0,0.0,1.0,365.2,365.49,359.37,362.33,3048074.0
2017-08-14,364.63,367.66,362.6,363.8,4461215.0,0.0,1.0,364.63,367.66,362.6,363.8,4461215.0
2017-08-11,356.97,361.26,353.62,357.715,4318835.0,0.0,1.0,356.97,361.26,353.62,357.715,4318835.0
2017-08-10,361.6,366.6504,354.66,355.13,7035192.0,0.0,1.0,361.6,366.6504,354.66,355.13,7035192.0
2017-08-09,361.0,370.0,358.95,363.525,6847245.0,0.0,1.0,361.0,370.0,358.95,363.525,6847245.0
2017-08-08,357.53,368.58,357.4,365.22,7363033.0,0.0,1.0,357.53,368.58,357.4,365.22,7363033.0
2017-08-07,357.35,359.48,352.75,355.17,6265570.0,0.0,1.0,357.35,359.48,352.75,355.17,6265570.0
2017-08-04,347.0,357.27,343.3,356.91,9151520.0,0.0,1.0,347.0,357.27,343.3,356.91,9151520.0
2017-08-03,345.33,350.0,343.15,347.09,13448583.0,0.0,1.0,345.33,350.0,343.15,347.09,13448583.0
2017-08-02,318.94,327.12,311.22,325.89,9911432.0,0.0,1.0,318.94,327.12,311.22,325.89,9911432.0
2017-08-01,323.0,324.45,316.13,319.57,8247544.0,0.0,1.0,323.0,324.45,316.13,319.57,8247544.0
2017-07-31,335.5,341.49,321.04,323.47,8499335.0,0.0,1.0,335.5,341.49,321.04,323.47,8499335.0
2017-07-28,336.89,339.6,332.51,335.07,4841257.0,0.0,1.0,336.89,339.6,332.51,335.07,4841257.0
2017-07-27,346.0,347.5,326.29,334.46,8259202.0,0.0,1.0,346.0,347.5,326.29,334.46,8259202.0
2017-07-26,340.36,345.5,338.12,343.85,4750198.0,0.0,1.0,340.36,345.5,338.12,343.85,4750198.0
2017-07-25,345.0,345.6,334.15,339.6,6958889.0,0.0,1.0,345.0,345.6,334.15,339.6,6958889.0
2017-07-24,330.24,343.399,330.01,342.52,8552012.0,0.0,1.0,330.24,343.399,330.01,342.52,8552012.0
2017-07-21,329.46,331.2575,325.8,328.4,4826383.0,0.0,1.0,329.46,331.2575,325.8,328.4,4826383.0
2017-07-20,326.9,330.22,324.2,329.92,5098707.0,0.0,1.0,326.9,330.22,324.2,329.92,5098707.0
2017-07-19,328.23,331.65,323.2193,325.26,6300735.0,0.0,1.0,328.23,331.65,323.2193,325.26,6300735.0
2017-07-18,317.5,329.13,315.66,328.24,6326961.0,0.0,1.0,317.5,329.13,315.66,328.24,6326961.0
2017-07-17,325.54,327.1,313.45,319.57,9784200.0,0.0,1.0,325.54,327.1,313.45,319.57,9784200.0
2017-07-14,323.19,328.42,321.22,327.78,5590393.0,0.0,1.0,323.19,328.42,321.22,327.78,5590393.0
2017-07-13,330.11,331.6,319.97,323.41,8540442.0,0.0,1.0,330.11,331.6,319.97,323.41,8540442.0
2017-07-12,330.4,333.1,324.5,329.52,10297839.0,0.0,1.0,330.4,333.1,324.5,329.52,10297839.0
2017-07-11,316.0,327.28,314.3,327.22,11400054.0,0.0,1.0,316.0,327.28,314.3,327.22,11400054.0
2017-07-10,312.9,317.94,303.13,316.05,13702080.0,0.0,1.0,312.9,317.94,303.13,316.05,13702080.0
2017-07-07,313.5,317.0,307.38,313.22,14053750.0,0.0,1.0,313.5,317.0,307.38,313.22,14053750.0
2017-07-06,317.26,320.7899,306.3,308.89,19189195.0,0.0,1.0,317.26,320.7899,306.3,308.89,19189195.0
2017-07-05,347.2,347.24,326.33,327.09,16883496.0,0.0,1.0,347.2,347.24,326.33,327.09,16883496.0
2017-07-03,370.24,371.35,351.5,352.62,6297330.0,0.0,1.0,370.24,371.35,351.5,352.62,6297330.0
2017-06-30,363.71,366.7674,359.6187,361.61,5759458.0,0.0,1.0,363.71,366.7674,359.6187,361.61,5759458.0
2017-06-29,370.61,371.0,354.1,360.75,8180408.0,0.0,1.0,370.61,371.0,354.1,360.75,8180408.0
2017-06-28,366.68,371.74,362.52,371.24,6245040.0,0.0,1.0,366.68,371.74,362.52,371.24,6245040.0
2017-06-27,376.4,376.4,362.02,362.37,6884529.0,0.0,1.0,376.4,376.4,362.02,362.37,6884529.0
2017-06-26,386.69,386.95,373.1,377.49,6575285.0,0.0,1.0,386.69,386.95,373.1,377.49,6575285.0
2017-06-23,382.45,386.99,379.345,383.45,6176578.0,0.0,1.0,382.45,386.99,379.345,383.45,6176578.0
2017-06-22,377.99,385.0,373.57,382.61,7485677.0,0.0,1.0,377.99,385.0,373.57,382.61,7485677.0
2017-06-21,374.35,376.99,368.02,376.4,4900356.0,0.0,1.0,374.35,376.99,368.02,376.4,4900356.0
2017-06-20,376.67,378.88,369.73,372.24,7396357.0,0.0,1.0,376.67,378.88,369.73,372.24,7396357.0
2017-06-19,375.0,376.7,367.8,369.8,6392331.0,0.0,1.0,375.0,376.7,367.8,369.8,6392331.0
2017-06-16,377.975,378.01,370.1,371.4,6259666.0,0.0,1.0,377.975,378.01,370.1,371.4,6259666.0
2017-06-15,372.5,375.46,366.49,375.34,10371559.0,0.0,1.0,372.5,375.46,366.49,375.34,10371559.0
2017-06-14,381.085,384.25,376.31,380.66,12731997.0,0.0,1.0,381.085,384.25,376.31,380.66,12731997.0
2017-06-13,367.62,376.0,366.61,375.95,11693404.0,0.0,1.0,367.62,376.0,366.61,375.95,11693404.0
2017-06-12,357.99,364.5,350.62,359.01,10476833.0,0.0,1.0,357.99,364.5,350.62,359.01,10476833.0
2017-06-09,374.42,376.87,354.8,357.32,17160231.0,0.0,1.0,374.42,376.87,354.8,357.32,17160231.0
2017-06-08,363.75,371.9,360.22,370.0,8975028.0,0.0,1.0,363.75,371.9,360.22,370.0,8975028.0
2017-06-07,356.34,360.5,355.14,359.65,9287888.0,0.0,1.0,356.34,360.5,355.14,359.65,9287888.0
2017-06-06,344.7,359.4929,339.97,352.85,10951473.0,0.0,1.0,344.7,359.4929,339.97,352.85,10951473.0
2017-06-05,338.5,348.44,334.21,347.32,6737855.0,0.0,1.0,338.5,348.44,334.21,347.32,6737855.0
2017-06-02,339.77,342.88,335.93,339.85,5570256.0,0.0,1.0,339.77,342.88,335.93,339.85,5570256.0
2017-06-01,344.0,344.88,337.29,340.37,7580447.0,0.0,1.0,344.0,344.88,337.29,340.37,7580447.0
2017-05-31,337.69,342.89,335.16,341.01,9863176.0,0.0,1.0,337.69,342.89,335.16,341.01,9863176.0
2017-05-30,326.0,336.28,325.76,335.1,7663064.0,0.0,1.0,326.0,336.28,325.76,335.1,7663064.0
2017-05-26,317.28,325.49,316.31,325.14,7705715.0,0.0,1.0,317.28,325.49,316.31,325.14,7705715.0
2017-05-25,311.02,316.97,307.81,316.83,4819412.0,0.0,1.0,311.02,316.97,307.81,316.83,4819412.0
2017-05-24,306.51,311.0,305.4,310.22,5016931.0,0.0,1.0,306.51,311.0,305.4,310.22,5016931.0
2017-05-23,310.46,310.73,303.48,303.86,4304658.0,0.0,1.0,310.46,310.73,303.48,303.86,4304658.0
2017-05-22,312.8,314.37,306.8,310.35,4279615.0,0.0,1.0,312.8,314.37,306.8,310.35,4279615.0
2017-05-19,315.5,316.5,310.2,310.83,4639506.0,0.0,1.0,315.5,316.5,310.2,310.83,4639506.0
2017-05-18,307.0,313.94,305.31,313.06,5590416.0,0.0,1.0,307.0,313.94,305.31,313.06,5590416.0
2017-05-17,314.39,314.63,305.5,306.11,6675795.0,0.0,1.0,314.39,314.63,305.5,306.11,6675795.0
2017-05-16,317.59,320.06,315.14,317.01,4121619.0,0.0,1.0,317.59,320.06,315.14,317.01,4121619.0
2017-05-15,318.38,320.2,312.53,315.88,7568594.0,0.0,1.0,318.38,320.2,312.53,315.88,7568594.0
2017-05-12,325.48,327.0,321.53,324.81,4114166.0,0.0,1.0,325.48,327.0,321.53,324.81,4114166.0
2017-05-11,323.4,326.0,319.6,323.1,4693235.0,0.0,1.0,323.4,326.0,319.6,323.1,4693235.0
2017-05-10,321.56,325.5,318.12,325.22,5681214.0,0.0,1.0,321.56,325.5,318.12,325.22,5681214.0
2017-05-09,309.38,321.99,309.1,321.3592,9596356.0,0.0,1.0,309.38,321.99,309.1,321.3592,9596356.0
2017-05-08,310.9,313.79,305.82,307.0,6981229.0,0.0,1.0,310.9,313.79,305.82,307.0,6981229.0
2017-05-05,298.0,308.55,296.8,308.35,8084153.0,0.0,1.0,298.0,308.55,296.8,308.35,8084153.0
2017-05-04,307.435,307.77,290.7601,295.46,14039582.0,0.0,1.0,307.435,307.77,290.7601,295.46,14039582.0
2017-05-03,317.67,321.53,310.45,310.765,6278906.0,0.0,1.0,317.67,321.53,310.45,310.765,6278906.0
2017-05-02,324.0,327.6599,316.5601,318.89,5242868.0,0.0,1.0,324.0,327.6599,316.5601,318.89,5242868.0
2017-05-01,314.88,327.25,314.81,322.83,8480546.0,0.0,1.0,314.88,327.25,314.81,322.83,8480546.0
2017-04-28,309.83,314.8,308.0,314.0025,4447619.0,0.0,1.0,309.83,314.8,308.0,314.0025,4447619.0
2017-04-27,311.69,313.09,307.5,308.605,3430245.0,0.0,1.0,311.69,313.09,307.5,308.605,3430245.0
2017-04-26,312.37,314.5,309.0,310.17,4184186.0,0.0,1.0,312.37,314.5,309.0,310.17,4184186.0
2017-04-25,308.0,313.98,305.86,313.79,6666406.0,0.0,1.0,308.0,313.98,305.86,313.79,6666406.0
2017-04-24,309.22,310.55,306.0215,308.03,5077561.0,0.0,1.0,309.22,310.55,306.0215,308.03,5077561.0
